PlayTimeHours,TotalWins,TotalLosses,AchievementsUnlocked,LevelUps,FriendsConnected,YearsActive,TotalPlayTimeHours,TotalAchievements,SpecialEventsParticipated,TotalLevelsCompleted,TotalItemsCollected,TotalFriendsMade,HasPremiumAccount,IsMultiplayer,TotalSessionsPlayed,TotalStrategiesUsed,TotalGameModesPlayed,InGamePurchasesAmount,HasChangedUsername
138.0,75.0,30.0,57.0,40.0,165.0,20.0,7944.0,3813.0,573.0,2010.0,1768.0,1146.0,False,No,60.0,4.0,35.0,1302.0636863198736,UsernameModificationLog
45.0,27.0,9.0,10.0,21.0,68.0,5.0,723.0,397.0,36.0,213.0,139.0,244.0,False,Yes,1004.0,43.0,35.0,533.2680835341703,UsernameModificationLog
251.0,186.0,9.0,126.0,35.0,146.0,13.0,6257.0,3479.0,338.0,1823.0,1280.0,1152.0,False,No,1353.0,363.0,40.0,1893.9295826043656,UsernameModificationLog
176.0,89.0,31.0,43.0,67.0,106.0,15.0,5227.0,2814.0,229.0,1512.0,1173.0,827.0,False,Yes,164.0,131.0,38.0,515.1643511856312,UsernameModificationLog
39.0,7.0,6.0,26.0,4.0,22.0,12.0,2272.0,1244.0,155.0,712.0,527.0,452.0,False,No,12.0,27.0,36.0,551.2489687501273,UsernameModificationLog
200.0,129.0,20.0,90.0,32.0,19.0,10.0,3743.0,1963.0,105.0,931.0,682.0,368.0,True,Yes,339.0,347.0,40.0,1137.32597399329,UsernameChangeHistory
79.0,50.0,29.0,54.0,19.0,65.0,5.0,835.0,451.0,197.0,312.0,393.0,211.0,True,Yes,684.0,104.0,39.0,889.3594516000637,UsernameChangeHistory
467.0,180.0,41.0,160.0,93.0,299.0,11.0,2999.0,1345.0,268.0,913.0,746.0,730.0,False,No,186.0,163.0,38.0,1030.650211827043,UsernameModificationLog
161.0,88.0,12.0,57.0,42.0,125.0,3.0,1459.0,1045.0,216.0,673.0,565.0,344.0,True,Yes,92.0,108.0,34.0,1681.0561271874744,UsernameChangeHistory
187.0,82.0,3.0,88.0,10.0,147.0,16.0,3675.0,1633.0,107.0,994.0,623.0,1167.0,True,No,101.0,246.0,36.0,322.85783104417396,UsernameChangeHistory
313.0,131.0,7.0,100.0,24.0,235.0,12.0,2954.0,1238.0,218.0,847.0,566.0,1016.0,True,Yes,205.0,481.0,40.0,265.5807269650975,UsernameChangeHistory
35.0,4.0,6.0,11.0,7.0,65.0,12.0,2070.0,1070.0,210.0,524.0,676.0,725.0,True,No,178.0,125.0,39.0,596.1146794900628,UsernameChangeHistory
128.0,55.0,5.0,31.0,11.0,23.0,1.0,401.0,183.0,29.0,121.0,65.0,47.0,True,No,828.0,194.0,39.0,686.422130083844,UsernameChangeHistory
175.0,118.0,15.0,43.0,24.0,100.0,14.0,5764.0,2989.0,337.0,1309.0,1354.0,828.0,False,No,594.0,169.0,39.0,1605.23553179998,UsernameModificationLog
34.0,7.0,1.0,1.0,4.0,53.0,17.0,5366.0,2771.0,240.0,1630.0,1132.0,1260.0,False,Yes,947.0,68.0,35.0,257.8773366195809,UsernameModificationLog
195.0,133.0,16.0,75.0,36.0,53.0,18.0,5591.0,2915.0,226.0,1468.0,1051.0,822.0,True,No,320.0,346.0,36.0,1240.5617150828007,UsernameChangeHistory
57.0,26.0,1.0,23.0,2.0,12.0,1.0,114.0,56.0,6.0,10.0,3.0,1.0,False,No,39.0,394.0,40.0,130.68034877111072,UsernameModificationLog
314.0,237.0,43.0,153.0,75.0,130.0,9.0,3490.0,1838.0,145.0,988.0,679.0,517.0,False,Yes,766.0,55.0,33.0,415.32404892347495,UsernameModificationLog
18.0,17.0,12.0,12.0,8.0,9.0,2.0,175.0,122.0,8.0,13.0,10.0,5.0,True,No,50.0,71.0,35.0,200.44794692302517,UsernameChangeHistory
74.0,19.0,4.0,20.0,4.0,77.0,14.0,3203.0,1388.0,231.0,859.0,665.0,782.0,True,Yes,447.0,26.0,35.0,480.3689821734859,UsernameChangeHistory
22.0,15.0,1.0,5.0,1.0,37.0,15.0,6036.0,3249.0,338.0,1476.0,1402.0,1112.0,True,Yes,622.0,13.0,35.0,1760.5320920975107,UsernameChangeHistory
70.0,18.0,26.0,13.0,20.0,12.0,20.0,8589.0,4004.0,389.0,2055.0,1498.0,981.0,False,Yes,574.0,21.0,34.0,1004.6649973564091,UsernameModificationLog
169.0,78.0,6.0,55.0,13.0,140.0,16.0,3387.0,1700.0,93.0,952.0,565.0,485.0,False,No,54.0,385.0,40.0,848.54843435803,UsernameModificationLog
83.0,40.0,17.0,20.0,26.0,94.0,16.0,7417.0,3572.0,460.0,2005.0,1440.0,1636.0,True,No,232.0,57.0,39.0,969.6087786331942,UsernameChangeHistory
287.0,144.0,30.0,148.0,76.0,167.0,14.0,3674.0,1764.0,401.0,1284.0,1214.0,647.0,False,Yes,683.0,14.0,31.0,1126.6225922193355,UsernameModificationLog
179.0,120.0,3.0,49.0,7.0,56.0,8.0,2569.0,1336.0,170.0,743.0,529.0,271.0,True,Yes,175.0,260.0,39.0,1246.852311535493,UsernameChangeHistory
98.0,28.0,14.0,23.0,22.0,91.0,18.0,6260.0,3068.0,508.0,1809.0,1605.0,1405.0,True,Yes,317.0,61.0,38.0,452.8034353540897,UsernameChangeHistory
64.0,21.0,4.0,14.0,2.0,47.0,18.0,6310.0,2998.0,337.0,1615.0,1216.0,1011.0,False,No,117.0,300.0,38.0,1217.4765519309058,UsernameModificationLog
271.0,211.0,40.0,162.0,56.0,92.0,19.0,6877.0,3635.0,378.0,1859.0,1287.0,756.0,True,No,235.0,67.0,38.0,1791.7716327795345,UsernameModificationLog
35.0,10.0,0.0,12.0,2.0,62.0,9.0,2496.0,1206.0,203.0,613.0,719.0,519.0,True,No,205.0,166.0,34.0,1124.9411149715042,UsernameChangeHistory
440.0,243.0,43.0,169.0,64.0,110.0,1.0,321.0,164.0,76.0,103.0,96.0,33.0,True,Yes,556.0,346.0,40.0,688.1441962554284,UsernameModificationLog
53.0,11.0,1.0,11.0,2.0,21.0,8.0,2520.0,1213.0,56.0,456.0,337.0,373.0,True,Yes,172.0,338.0,40.0,255.51814581059665,UsernameChangeHistory
495.0,299.0,15.0,197.0,49.0,227.0,3.0,1561.0,866.0,183.0,585.0,430.0,308.0,False,No,271.0,486.0,39.0,885.1856659771947,UsernameModificationLog
275.0,110.0,43.0,98.0,50.0,35.0,1.0,171.0,134.0,65.0,60.0,69.0,36.0,False,Yes,1110.0,36.0,39.0,123.52988981880269,UsernameModificationLog
354.0,195.0,9.0,149.0,29.0,132.0,11.0,3828.0,1719.0,70.0,1023.0,497.0,638.0,False,No,994.0,251.0,39.0,634.8765042729308,UsernameModificationLog
178.0,92.0,3.0,97.0,17.0,167.0,12.0,4819.0,2333.0,248.0,1769.0,856.0,1414.0,True,Yes,384.0,405.0,40.0,629.0848598898522,UsernameChangeHistory
188.0,123.0,6.0,50.0,20.0,164.0,10.0,4096.0,2221.0,156.0,1191.0,883.0,765.0,True,No,265.0,283.0,39.0,1004.1791803890547,UsernameChangeHistory
336.0,142.0,40.0,150.0,62.0,168.0,3.0,1393.0,612.0,140.0,426.0,317.0,504.0,True,Yes,1392.0,58.0,39.0,1104.9090657225831,UsernameModificationLog
80.0,34.0,1.0,39.0,5.0,81.0,18.0,4979.0,1928.0,112.0,1073.0,736.0,1235.0,True,Yes,14.0,315.0,38.0,103.23814336648077,UsernameChangeHistory
144.0,51.0,5.0,49.0,6.0,95.0,7.0,2484.0,1315.0,114.0,793.0,536.0,528.0,True,Yes,58.0,172.0,37.0,1115.2675466592757,UsernameChangeHistory
15.0,3.0,6.0,1.0,8.0,0.0,3.0,465.0,201.0,45.0,121.0,88.0,56.0,True,Yes,50.0,283.0,38.0,188.35584769124873,UsernameChangeHistory
271.0,192.0,15.0,109.0,27.0,174.0,5.0,1254.0,676.0,33.0,297.0,151.0,221.0,False,No,1085.0,119.0,38.0,863.9638578963675,UsernameModificationLog
101.0,70.0,5.0,43.0,13.0,32.0,13.0,3799.0,2181.0,226.0,1276.0,1030.0,545.0,True,Yes,79.0,96.0,38.0,1467.2027672112333,UsernameChangeHistory
288.0,137.0,41.0,88.0,97.0,82.0,20.0,7655.0,3890.0,360.0,1970.0,1515.0,815.0,False,No,432.0,394.0,38.0,1106.2584822723368,UsernameModificationLog
127.0,59.0,38.0,91.0,44.0,180.0,6.0,758.0,409.0,112.0,267.0,312.0,405.0,False,Yes,698.0,2.0,33.0,539.6377075928449,UsernameModificationLog
197.0,91.0,23.0,100.0,42.0,151.0,8.0,1114.0,427.0,88.0,236.0,215.0,395.0,True,No,100.0,141.0,37.0,535.5913918169845,UsernameChangeHistory
459.0,249.0,14.0,168.0,28.0,166.0,9.0,3210.0,1438.0,88.0,783.0,474.0,686.0,True,No,422.0,494.0,40.0,276.1273372311785,UsernameChangeHistory
417.0,269.0,44.0,193.0,97.0,285.0,13.0,5906.0,2919.0,586.0,1800.0,1704.0,1262.0,False,No,368.0,311.0,40.0,1442.2084264829991,UsernameModificationLog
482.0,250.0,44.0,145.0,100.0,285.0,20.0,9997.0,4986.0,596.0,2951.0,1973.0,1962.0,False,No,1498.0,244.0,38.0,1991.2628799967317,UsernameModificationLog
220.0,175.0,6.0,66.0,20.0,60.0,3.0,1882.0,1080.0,47.0,465.0,263.0,515.0,True,No,154.0,413.0,40.0,590.0533786033023,UsernameChangeHistory
24.0,18.0,11.0,4.0,12.0,27.0,15.0,3353.0,1578.0,389.0,958.0,1054.0,1078.0,False,No,556.0,123.0,33.0,1218.2333611152699,UsernameModificationLog
102.0,40.0,30.0,23.0,31.0,87.0,20.0,9568.0,4730.0,537.0,2725.0,1855.0,1936.0,False,No,68.0,230.0,38.0,1588.7780314921285,UsernameModificationLog
27.0,9.0,0.0,9.0,4.0,49.0,7.0,632.0,270.0,12.0,150.0,89.0,157.0,True,Yes,284.0,36.0,35.0,197.43172987437976,UsernameChangeHistory
166.0,89.0,2.0,83.0,5.0,192.0,5.0,747.0,383.0,69.0,280.0,138.0,284.0,True,No,141.0,126.0,38.0,384.2486271193438,UsernameChangeHistory
90.0,43.0,3.0,26.0,10.0,122.0,17.0,7648.0,3788.0,218.0,2054.0,1300.0,1759.0,False,No,1014.0,34.0,36.0,1596.6228952292697,UsernameChangeHistory
144.0,55.0,32.0,38.0,45.0,182.0,10.0,2772.0,1230.0,221.0,738.0,592.0,1037.0,False,Yes,991.0,80.0,37.0,158.4841780814759,UsernameModificationLog
52.0,7.0,22.0,4.0,23.0,39.0,20.0,8662.0,4237.0,591.0,2152.0,1955.0,1629.0,False,No,372.0,0.0,32.0,527.2887134986203,UsernameModificationLog
379.0,201.0,18.0,142.0,35.0,53.0,4.0,2112.0,1146.0,227.0,520.0,671.0,227.0,False,Yes,1109.0,303.0,40.0,247.13829990338007,UsernameModificationLog
323.0,136.0,8.0,76.0,35.0,112.0,9.0,1429.0,839.0,136.0,369.0,467.0,350.0,False,No,260.0,467.0,40.0,273.03996216229876,UsernameModificationLog
70.0,16.0,7.0,5.0,14.0,11.0,7.0,622.0,259.0,110.0,117.0,232.0,34.0,False,Yes,45.0,334.0,37.0,365.4330653013443,UsernameModificationLog
38.0,21.0,7.0,14.0,11.0,8.0,18.0,5201.0,2469.0,360.0,1265.0,1323.0,576.0,True,No,284.0,204.0,40.0,1275.5602704008286,UsernameChangeHistory
451.0,272.0,9.0,173.0,28.0,181.0,2.0,679.0,360.0,14.0,228.0,77.0,152.0,False,No,113.0,163.0,35.0,238.94339928653133,UsernameModificationLog
22.0,12.0,0.0,1.0,0.0,0.0,3.0,883.0,393.0,62.0,179.0,143.0,85.0,True,No,668.0,107.0,34.0,94.06057430452044,UsernameChangeHistory
479.0,269.0,23.0,162.0,75.0,273.0,8.0,4271.0,2357.0,131.0,1408.0,750.0,1063.0,True,No,1459.0,325.0,39.0,620.647824964144,UsernameChangeHistory
192.0,106.0,6.0,71.0,11.0,27.0,6.0,1791.0,961.0,63.0,396.0,359.0,434.0,True,Yes,1298.0,223.0,39.0,1035.5079295235007,UsernameChangeHistory
107.0,76.0,36.0,94.0,31.0,117.0,9.0,3122.0,1654.0,206.0,1110.0,617.0,533.0,True,Yes,309.0,14.0,35.0,797.6045632929238,UsernameChangeHistory
442.0,207.0,10.0,144.0,49.0,162.0,9.0,3035.0,1339.0,304.0,720.0,736.0,252.0,True,No,306.0,126.0,35.0,1475.2554200897519,UsernameChangeHistory
76.0,42.0,1.0,14.0,7.0,58.0,7.0,1307.0,900.0,50.0,302.0,295.0,123.0,False,No,117.0,98.0,39.0,144.2272361203918,UsernameChangeHistory
57.0,24.0,7.0,6.0,6.0,35.0,5.0,404.0,190.0,15.0,76.0,39.0,77.0,False,Yes,357.0,52.0,37.0,201.33408743535065,UsernameModificationLog
187.0,76.0,13.0,97.0,12.0,58.0,7.0,1318.0,722.0,161.0,480.0,329.0,489.0,False,Yes,155.0,40.0,38.0,244.84535087578033,UsernameModificationLog
434.0,176.0,50.0,191.0,83.0,182.0,12.0,3573.0,1646.0,242.0,1068.0,662.0,746.0,False,Yes,320.0,234.0,38.0,239.11638889849408,UsernameModificationLog
188.0,75.0,25.0,50.0,37.0,32.0,6.0,1311.0,565.0,70.0,228.0,319.0,114.0,False,Yes,797.0,79.0,37.0,563.9802288251861,UsernameModificationLog
369.0,185.0,17.0,116.0,66.0,219.0,15.0,3887.0,1741.0,208.0,1228.0,847.0,1008.0,False,No,117.0,346.0,40.0,234.07400058221566,UsernameModificationLog
50.0,22.0,7.0,16.0,4.0,48.0,12.0,2610.0,1319.0,99.0,663.0,485.0,607.0,True,Yes,550.0,33.0,37.0,720.1400438165246,UsernameChangeHistory
37.0,7.0,0.0,1.0,3.0,17.0,10.0,1383.0,676.0,36.0,208.0,283.0,92.0,False,Yes,166.0,236.0,35.0,74.70572124119741,UsernameModificationLog
200.0,96.0,6.0,37.0,28.0,151.0,6.0,825.0,459.0,36.0,232.0,141.0,238.0,False,No,1023.0,421.0,40.0,502.32430402338554,UsernameModificationLog
52.0,38.0,23.0,27.0,15.0,71.0,10.0,1826.0,944.0,366.0,458.0,683.0,611.0,True,No,80.0,30.0,32.0,903.8379143003293,UsernameChangeHistory
197.0,146.0,17.0,126.0,53.0,256.0,4.0,844.0,474.0,142.0,265.0,374.0,194.0,True,Yes,1358.0,228.0,40.0,1406.579349026684,UsernameChangeHistory
362.0,249.0,50.0,120.0,91.0,73.0,11.0,6154.0,3518.0,560.0,1891.0,1675.0,670.0,False,No,1269.0,13.0,32.0,1955.331259258235,UsernameModificationLog
195.0,112.0,32.0,129.0,71.0,103.0,3.0,450.0,195.0,49.0,87.0,130.0,94.0,True,Yes,778.0,22.0,38.0,472.23320449450046,UsernameModificationLog
11.0,10.0,0.0,10.0,0.0,99.0,19.0,4833.0,2224.0,68.0,1301.0,700.0,1018.0,True,No,721.0,212.0,38.0,559.0965348135653,UsernameChangeHistory
41.0,15.0,3.0,3.0,2.0,40.0,15.0,3401.0,1702.0,120.0,792.0,601.0,631.0,True,Yes,376.0,339.0,38.0,290.4442204709753,UsernameChangeHistory
82.0,29.0,2.0,16.0,1.0,13.0,17.0,7126.0,3689.0,373.0,2150.0,1216.0,1330.0,False,Yes,482.0,247.0,37.0,1565.4300172026954,UsernameModificationLog
65.0,19.0,27.0,28.0,19.0,62.0,10.0,1182.0,487.0,272.0,333.0,544.0,398.0,False,Yes,18.0,5.0,34.0,478.9620759762721,UsernameModificationLog
46.0,30.0,3.0,28.0,4.0,27.0,11.0,2287.0,1195.0,174.0,820.0,449.0,633.0,True,Yes,56.0,80.0,33.0,186.22801112462977,UsernameChangeHistory
203.0,134.0,15.0,119.0,32.0,245.0,3.0,1196.0,650.0,156.0,477.0,309.0,418.0,True,Yes,753.0,15.0,33.0,1089.532684772915,UsernameChangeHistory
344.0,169.0,46.0,99.0,85.0,179.0,13.0,3157.0,1406.0,267.0,912.0,670.0,787.0,False,Yes,1187.0,34.0,35.0,564.3592486916207,UsernameModificationLog
482.0,297.0,30.0,192.0,60.0,274.0,13.0,6043.0,3148.0,400.0,1725.0,1359.0,996.0,False,No,1284.0,167.0,35.0,1041.6884654828034,UsernameModificationLog
210.0,155.0,21.0,118.0,56.0,211.0,9.0,3715.0,2007.0,381.0,1378.0,1211.0,1312.0,False,No,304.0,191.0,39.0,1818.6197856481958,UsernameModificationLog
123.0,55.0,9.0,67.0,20.0,190.0,2.0,367.0,195.0,78.0,127.0,146.0,104.0,False,No,247.0,180.0,38.0,107.21348633967776,UsernameModificationLog
209.0,129.0,10.0,95.0,43.0,259.0,11.0,2197.0,1144.0,294.0,640.0,776.0,630.0,True,No,258.0,59.0,33.0,438.34864291878176,UsernameChangeHistory
334.0,195.0,36.0,103.0,50.0,33.0,7.0,1270.0,647.0,141.0,250.0,466.0,89.0,True,Yes,748.0,109.0,40.0,407.1966853191184,UsernameChangeHistory
183.0,108.0,6.0,70.0,12.0,26.0,14.0,4067.0,2091.0,87.0,1015.0,571.0,504.0,False,Yes,54.0,356.0,36.0,595.0875558178927,UsernameModificationLog
84.0,38.0,1.0,6.0,2.0,1.0,2.0,1150.0,656.0,29.0,261.0,131.0,104.0,True,No,1061.0,78.0,35.0,711.7973208409195,UsernameChangeHistory
237.0,108.0,5.0,66.0,31.0,117.0,16.0,7677.0,3957.0,183.0,2035.0,1340.0,1194.0,True,No,73.0,278.0,39.0,1122.995251754356,UsernameChangeHistory
137.0,69.0,22.0,45.0,23.0,15.0,16.0,3399.0,1584.0,128.0,703.0,626.0,359.0,True,Yes,41.0,86.0,37.0,882.2360259393962,UsernameChangeHistory
110.0,79.0,27.0,90.0,43.0,208.0,19.0,8602.0,3984.0,467.0,2272.0,1638.0,1951.0,False,Yes,306.0,12.0,36.0,835.4505324944656,UsernameModificationLog
283.0,223.0,8.0,155.0,46.0,153.0,15.0,7248.0,3615.0,291.0,2140.0,1258.0,1148.0,False,No,101.0,426.0,40.0,1011.1993195415744,UsernameModificationLog
47.0,16.0,4.0,14.0,4.0,12.0,1.0,174.0,85.0,17.0,23.0,9.0,13.0,True,No,31.0,243.0,39.0,86.43170797217348,UsernameChangeHistory
217.0,165.0,41.0,163.0,89.0,273.0,13.0,5106.0,2595.0,472.0,1712.0,1575.0,1417.0,False,No,372.0,60.0,35.0,1097.7310602420396,UsernameModificationLog
86.0,38.0,30.0,72.0,39.0,200.0,14.0,3398.0,1577.0,312.0,956.0,808.0,1005.0,False,Yes,1065.0,60.0,38.0,1369.3986594851758,UsernameModificationLog
64.0,45.0,23.0,66.0,39.0,148.0,17.0,5370.0,2816.0,469.0,1939.0,1446.0,1316.0,True,Yes,20.0,20.0,33.0,640.6263012519986,UsernameModificationLog
472.0,268.0,15.0,143.0,42.0,90.0,12.0,4332.0,2102.0,224.0,1015.0,1031.0,577.0,False,No,647.0,483.0,39.0,1365.8041607978646,UsernameModificationLog
119.0,84.0,15.0,31.0,21.0,26.0,16.0,3713.0,1903.0,322.0,989.0,989.0,596.0,True,Yes,129.0,15.0,37.0,856.9402959054469,UsernameChangeHistory
103.0,70.0,8.0,37.0,9.0,13.0,18.0,7623.0,3828.0,421.0,2214.0,1497.0,1112.0,False,No,168.0,332.0,35.0,1728.835800061075,UsernameModificationLog
17.0,9.0,5.0,9.0,6.0,2.0,6.0,399.0,197.0,9.0,82.0,16.0,50.0,False,Yes,19.0,87.0,35.0,68.18520445032651,UsernameModificationLog
105.0,51.0,30.0,27.0,45.0,16.0,4.0,1212.0,558.0,71.0,211.0,313.0,148.0,False,Yes,562.0,88.0,36.0,86.84080761804823,UsernameModificationLog
61.0,19.0,28.0,41.0,19.0,125.0,19.0,8048.0,3811.0,451.0,2454.0,1493.0,1892.0,False,Yes,354.0,16.0,36.0,984.2478757709769,UsernameModificationLog
258.0,199.0,31.0,149.0,59.0,108.0,3.0,1274.0,979.0,232.0,442.0,571.0,118.0,False,Yes,598.0,20.0,35.0,1009.6537968372744,UsernameModificationLog
251.0,167.0,9.0,85.0,34.0,105.0,17.0,6286.0,3027.0,179.0,1706.0,1019.0,1236.0,False,No,831.0,167.0,36.0,1370.1787298753095,UsernameModificationLog
180.0,122.0,4.0,46.0,11.0,54.0,4.0,448.0,246.0,14.0,143.0,81.0,147.0,True,No,126.0,483.0,39.0,969.9484104157699,UsernameChangeHistory
271.0,111.0,18.0,99.0,24.0,122.0,8.0,1508.0,849.0,199.0,620.0,460.0,365.0,False,Yes,740.0,101.0,38.0,1274.144593087203,UsernameModificationLog
175.0,59.0,38.0,35.0,39.0,56.0,10.0,2013.0,884.0,208.0,323.0,494.0,219.0,True,No,153.0,56.0,33.0,814.4258301855298,UsernameChangeHistory
184.0,110.0,26.0,70.0,56.0,193.0,13.0,6593.0,3344.0,339.0,1667.0,1414.0,1447.0,False,No,1210.0,49.0,39.0,552.5798638609284,UsernameChangeHistory
79.0,37.0,6.0,20.0,15.0,22.0,10.0,1438.0,596.0,29.0,207.0,177.0,116.0,False,No,100.0,345.0,37.0,64.71663235768716,UsernameChangeHistory
71.0,50.0,18.0,49.0,16.0,61.0,15.0,5282.0,2960.0,333.0,1775.0,1224.0,1217.0,False,No,889.0,145.0,35.0,1521.2884023943852,UsernameModificationLog
60.0,27.0,8.0,12.0,22.0,24.0,17.0,4819.0,1806.0,348.0,908.0,1234.0,894.0,False,Yes,270.0,348.0,40.0,446.31402495507047,UsernameModificationLog
182.0,125.0,7.0,94.0,25.0,172.0,6.0,1007.0,413.0,25.0,245.0,107.0,207.0,False,Yes,1069.0,226.0,40.0,664.8973035502474,UsernameModificationLog
260.0,107.0,10.0,42.0,38.0,110.0,13.0,5425.0,2236.0,272.0,1117.0,1045.0,1007.0,False,No,1000.0,158.0,37.0,363.00913096831226,UsernameModificationLog
414.0,290.0,39.0,163.0,72.0,157.0,11.0,4026.0,2353.0,273.0,1142.0,1030.0,737.0,False,Yes,1238.0,300.0,37.0,1832.5690095695686,UsernameModificationLog
164.0,99.0,2.0,35.0,11.0,12.0,6.0,598.0,236.0,27.0,70.0,115.0,2.0,True,No,361.0,380.0,40.0,381.685918654548,UsernameChangeHistory
77.0,55.0,21.0,34.0,31.0,22.0,17.0,8035.0,4428.0,474.0,2604.0,1714.0,1567.0,False,No,83.0,42.0,35.0,630.3705652421843,UsernameModificationLog
117.0,75.0,23.0,97.0,35.0,195.0,4.0,1611.0,991.0,342.0,779.0,689.0,819.0,False,No,699.0,132.0,38.0,778.2877974252702,UsernameModificationLog
128.0,55.0,5.0,51.0,5.0,34.0,12.0,2745.0,1211.0,88.0,507.0,510.0,512.0,False,No,12.0,76.0,38.0,84.33853429478734,UsernameModificationLog
187.0,81.0,30.0,101.0,29.0,48.0,8.0,2198.0,1009.0,208.0,688.0,486.0,385.0,False,No,709.0,66.0,35.0,503.80200018127624,UsernameModificationLog
10.0,2.0,1.0,0.0,0.0,6.0,6.0,604.0,256.0,21.0,146.0,42.0,76.0,True,Yes,45.0,196.0,36.0,70.09778778922437,UsernameChangeHistory
178.0,106.0,27.0,113.0,40.0,130.0,7.0,1924.0,1047.0,309.0,721.0,704.0,634.0,True,No,683.0,99.0,37.0,1136.0830032512101,UsernameChangeHistory
210.0,99.0,19.0,65.0,29.0,117.0,16.0,6751.0,3090.0,263.0,1687.0,1272.0,1510.0,True,No,898.0,468.0,40.0,550.7302483010982,UsernameChangeHistory
70.0,34.0,12.0,24.0,8.0,10.0,4.0,1517.0,745.0,128.0,351.0,293.0,131.0,False,No,91.0,243.0,37.0,534.3570524581057,UsernameModificationLog
26.0,3.0,14.0,12.0,15.0,105.0,12.0,2503.0,1145.0,133.0,664.0,553.0,707.0,False,No,564.0,188.0,40.0,147.5439374665812,UsernameModificationLog
222.0,132.0,41.0,133.0,75.0,78.0,5.0,879.0,303.0,94.0,217.0,212.0,273.0,True,No,1175.0,200.0,38.0,141.2578256163912,UsernameModificationLog
158.0,50.0,15.0,34.0,27.0,76.0,9.0,2054.0,1004.0,208.0,471.0,514.0,206.0,True,Yes,587.0,264.0,39.0,1390.1401947359554,UsernameChangeHistory
221.0,87.0,36.0,66.0,59.0,57.0,20.0,7092.0,3537.0,325.0,1703.0,1277.0,883.0,False,Yes,356.0,303.0,40.0,1099.5004230069187,UsernameModificationLog
48.0,37.0,6.0,44.0,6.0,85.0,16.0,6365.0,3184.0,403.0,1777.0,1497.0,1739.0,True,No,671.0,167.0,34.0,705.0841913889341,UsernameChangeHistory
363.0,149.0,22.0,111.0,44.0,272.0,5.0,2025.0,1121.0,125.0,699.0,391.0,421.0,True,No,217.0,162.0,38.0,984.7857918840728,UsernameChangeHistory
99.0,28.0,15.0,14.0,30.0,124.0,9.0,3503.0,1727.0,434.0,1260.0,1086.0,970.0,False,No,159.0,285.0,40.0,432.2938403180418,UsernameModificationLog
59.0,27.0,0.0,15.0,1.0,70.0,11.0,2999.0,1355.0,111.0,714.0,563.0,571.0,False,Yes,60.0,342.0,36.0,207.3617693963154,UsernameChangeHistory
175.0,104.0,24.0,105.0,24.0,41.0,8.0,1039.0,510.0,77.0,309.0,179.0,311.0,True,Yes,818.0,156.0,35.0,925.0055374013184,UsernameModificationLog
36.0,31.0,16.0,48.0,14.0,115.0,3.0,557.0,336.0,68.0,231.0,147.0,388.0,True,Yes,660.0,26.0,37.0,791.3416745890411,UsernameChangeHistory
305.0,265.0,32.0,110.0,47.0,22.0,12.0,6309.0,3347.0,383.0,1558.0,1456.0,745.0,True,Yes,300.0,49.0,39.0,1325.8474593445333,UsernameChangeHistory
146.0,52.0,3.0,67.0,7.0,191.0,5.0,645.0,274.0,27.0,195.0,133.0,270.0,False,Yes,300.0,241.0,35.0,572.7959601744391,UsernameChangeHistory
100.0,70.0,23.0,37.0,20.0,13.0,9.0,1061.0,525.0,160.0,299.0,426.0,123.0,True,Yes,285.0,14.0,30.0,269.32242974465817,UsernameModificationLog
36.0,5.0,0.0,14.0,0.0,85.0,16.0,2752.0,1232.0,86.0,774.0,437.0,1006.0,True,Yes,292.0,38.0,35.0,80.49160415280438,UsernameChangeHistory
203.0,84.0,25.0,101.0,49.0,215.0,18.0,5123.0,2136.0,441.0,1510.0,1182.0,1314.0,True,Yes,365.0,84.0,38.0,1693.098032632163,UsernameModificationLog
469.0,289.0,19.0,137.0,85.0,57.0,16.0,9104.0,4723.0,425.0,2502.0,1797.0,1141.0,False,Yes,1403.0,316.0,40.0,1282.4978817872866,UsernameModificationLog
407.0,266.0,45.0,192.0,88.0,156.0,11.0,4860.0,2899.0,441.0,1718.0,1409.0,758.0,True,No,1460.0,219.0,39.0,1921.454858283775,UsernameChangeHistory
114.0,66.0,20.0,84.0,43.0,167.0,10.0,1954.0,1035.0,245.0,662.0,611.0,596.0,True,No,562.0,152.0,37.0,346.48531589829213,UsernameChangeHistory
432.0,273.0,48.0,195.0,99.0,180.0,17.0,9286.0,4666.0,505.0,2755.0,1768.0,1831.0,True,Yes,361.0,299.0,40.0,1873.7439580621037,UsernameModificationLog
73.0,36.0,14.0,51.0,22.0,66.0,12.0,4833.0,2267.0,262.0,1352.0,1099.0,771.0,True,No,984.0,154.0,39.0,586.0559464942568,UsernameChangeHistory
40.0,35.0,8.0,11.0,9.0,20.0,7.0,1755.0,1063.0,151.0,358.0,469.0,382.0,False,No,141.0,88.0,37.0,840.0572939342226,UsernameModificationLog
45.0,6.0,4.0,1.0,3.0,18.0,19.0,6384.0,3126.0,234.0,1489.0,1198.0,804.0,True,Yes,25.0,402.0,40.0,468.35454647694473,UsernameChangeHistory
13.0,1.0,19.0,18.0,18.0,39.0,6.0,1746.0,744.0,380.0,525.0,658.0,737.0,False,Yes,165.0,168.0,35.0,243.8788658870513,UsernameModificationLog
