ArticleCount,WordCount,ImageCount,VideoCount,CommentCount,ShareCount,JournalistYears,TotalArticles,TotalWords,TotalImages,TotalVideos,TotalComments,TotalShares,Language,Region,Citations,References,Corrections,ImpactFactor,MediaChannel
151.0,118.0,4.0,23.0,24.0,70.0,27.0,6464.0,3481.0,85.0,335.0,884.0,1874.0,Spanish,Europe,116.0,97.0,1.0,606.7161186942038,Newspaper
51.0,38.0,0.0,1.0,4.0,2.0,16.0,2289.0,1129.0,29.0,71.0,269.0,386.0,English,Europe,112.0,117.0,14.0,268.30186061588887,Television
147.0,111.0,7.0,46.0,18.0,142.0,19.0,4524.0,2042.0,42.0,222.0,427.0,1882.0,Spanish,Europe,55.0,116.0,5.0,659.9490729273681,Television
83.0,55.0,2.0,29.0,15.0,102.0,29.0,9728.0,4864.0,99.0,480.0,980.0,2909.0,English,North America,203.0,111.0,3.0,861.7656532463055,Television
388.0,209.0,3.0,45.0,30.0,87.0,8.0,1448.0,538.0,9.0,30.0,103.0,168.0,Spanish,Europe,692.0,119.0,10.0,65.70755845124349,Newspaper
59.0,25.0,6.0,18.0,11.0,12.0,22.0,3088.0,1128.0,64.0,161.0,355.0,961.0,English,North America,432.0,90.0,0.0,417.19463940651036,Television
87.0,60.0,0.0,5.0,6.0,43.0,25.0,4826.0,2458.0,49.0,221.0,518.0,2161.0,English,Europe,288.0,106.0,8.0,81.56742052009409,Television
22.0,8.0,0.0,10.0,0.0,22.0,1.0,52.0,23.0,0.0,0.0,3.0,1.0,Spanish,North America,27.0,107.0,2.0,59.4233403683492,Newspaper
172.0,110.0,3.0,35.0,23.0,45.0,3.0,338.0,169.0,2.0,12.0,16.0,53.0,Spanish,Europe,528.0,105.0,4.0,204.94536585052674,Newspaper
216.0,128.0,6.0,28.0,29.0,47.0,18.0,2917.0,1069.0,23.0,107.0,227.0,914.0,English,Europe,674.0,110.0,3.0,71.4282313446823,Television
89.0,88.0,3.0,32.0,15.0,109.0,30.0,8162.0,4533.0,62.0,436.0,749.0,2337.0,Spanish,North America,514.0,109.0,1.0,989.8736689029772,Newspaper
227.0,185.0,7.0,74.0,32.0,134.0,26.0,5540.0,2660.0,39.0,234.0,500.0,1924.0,Spanish,North America,262.0,127.0,16.0,175.61627657636632,Newspaper
235.0,199.0,3.0,36.0,20.0,28.0,13.0,2933.0,1597.0,36.0,103.0,445.0,497.0,English,North America,475.0,103.0,1.0,498.2556554638532,Television
12.0,5.0,1.0,9.0,4.0,41.0,10.0,716.0,310.0,2.0,28.0,32.0,312.0,English,North America,626.0,117.0,13.0,62.92351758236113,Television
331.0,202.0,6.0,65.0,31.0,66.0,9.0,1734.0,805.0,9.0,55.0,152.0,273.0,English,Europe,358.0,118.0,10.0,165.82120646057896,Television
20.0,22.0,0.0,14.0,0.0,29.0,18.0,3921.0,1886.0,35.0,191.0,372.0,1803.0,English,North America,540.0,103.0,2.0,88.84168387660291,Television
385.0,209.0,3.0,71.0,28.0,58.0,19.0,6473.0,3523.0,41.0,326.0,582.0,1049.0,English,North America,682.0,143.0,16.0,232.9245266018331,Television
85.0,41.0,4.0,7.0,11.0,31.0,7.0,918.0,348.0,16.0,24.0,110.0,252.0,English,Europe,225.0,100.0,1.0,55.55225213255649,Television
184.0,90.0,6.0,39.0,17.0,40.0,2.0,392.0,115.0,5.0,6.0,23.0,96.0,Spanish,North America,517.0,110.0,9.0,172.37767776818416,Newspaper
156.0,142.0,2.0,44.0,18.0,62.0,19.0,3467.0,2015.0,29.0,191.0,323.0,934.0,English,Europe,675.0,95.0,5.0,776.5825532343456,Television
11.0,26.0,0.0,6.0,1.0,40.0,30.0,6465.0,3434.0,19.0,272.0,498.0,1794.0,English,Europe,94.0,126.0,16.0,432.45991895745584,Newspaper
168.0,96.0,1.0,31.0,17.0,66.0,27.0,8679.0,4548.0,90.0,422.0,950.0,2148.0,English,Europe,166.0,120.0,11.0,329.71503414723685,Television
176.0,151.0,3.0,37.0,23.0,17.0,12.0,2090.0,1220.0,12.0,61.0,246.0,183.0,Spanish,Europe,353.0,117.0,12.0,323.11950256979105,Newspaper
35.0,7.0,3.0,14.0,10.0,123.0,8.0,1061.0,406.0,29.0,50.0,168.0,979.0,Spanish,Europe,238.0,111.0,3.0,245.73499709393573,Newspaper
182.0,139.0,1.0,56.0,18.0,172.0,24.0,6561.0,3626.0,30.0,404.0,573.0,2691.0,Spanish,North America,427.0,103.0,0.0,741.549050376221,Newspaper
65.0,58.0,3.0,25.0,5.0,98.0,9.0,2014.0,789.0,24.0,110.0,189.0,1659.0,English,Europe,334.0,107.0,0.0,82.45382085169112,Television
454.0,236.0,9.0,95.0,40.0,197.0,27.0,9743.0,4906.0,86.0,500.0,937.0,2939.0,English,Europe,588.0,120.0,17.0,846.6574001284372,Television
81.0,69.0,0.0,4.0,5.0,3.0,14.0,2924.0,1520.0,9.0,93.0,161.0,413.0,English,North America,481.0,116.0,12.0,143.05642805494537,Television
33.0,45.0,6.0,27.0,8.0,43.0,17.0,4611.0,2577.0,40.0,252.0,502.0,2117.0,English,North America,51.0,109.0,9.0,554.7300231219573,Television
205.0,173.0,1.0,63.0,5.0,88.0,3.0,1219.0,556.0,11.0,60.0,66.0,552.0,English,Europe,674.0,118.0,15.0,226.59389100584235,Television
369.0,267.0,7.0,82.0,41.0,113.0,26.0,7815.0,4164.0,89.0,414.0,921.0,2528.0,English,North America,110.0,111.0,4.0,833.5933736065299,Television
30.0,39.0,0.0,14.0,2.0,15.0,20.0,2730.0,1551.0,15.0,142.0,184.0,992.0,Spanish,Europe,63.0,108.0,9.0,191.43937499969724,Newspaper
107.0,87.0,4.0,23.0,13.0,13.0,2.0,438.0,205.0,1.0,6.0,35.0,114.0,English,North America,100.0,112.0,7.0,67.69836017074634,Television
11.0,5.0,1.0,0.0,6.0,54.0,26.0,6112.0,3074.0,92.0,378.0,744.0,2532.0,Spanish,North America,647.0,108.0,10.0,249.65518442871877,Newspaper
99.0,110.0,5.0,24.0,25.0,67.0,18.0,3388.0,1824.0,23.0,139.0,345.0,1436.0,English,North America,125.0,116.0,5.0,469.9727781148653,Television
175.0,164.0,1.0,29.0,19.0,32.0,8.0,2145.0,1266.0,3.0,61.0,143.0,128.0,English,North America,937.0,125.0,9.0,668.8626618201214,Newspaper
458.0,295.0,7.0,99.0,40.0,142.0,28.0,8053.0,4530.0,66.0,469.0,722.0,2488.0,English,North America,837.0,96.0,2.0,385.0281793970411,Television
32.0,10.0,1.0,1.0,4.0,13.0,23.0,3272.0,1628.0,34.0,148.0,380.0,1406.0,English,North America,418.0,109.0,1.0,470.1856316055618,Television
135.0,113.0,5.0,45.0,18.0,34.0,23.0,5668.0,2955.0,80.0,292.0,690.0,1155.0,English,North America,229.0,89.0,0.0,261.83690472880164,Television
241.0,141.0,1.0,61.0,9.0,189.0,1.0,548.0,254.0,17.0,29.0,83.0,343.0,Spanish,Europe,238.0,127.0,5.0,329.2150302411187,Newspaper
261.0,172.0,1.0,56.0,7.0,64.0,15.0,2446.0,960.0,6.0,100.0,98.0,539.0,Spanish,Europe,422.0,121.0,17.0,91.69424538288422,Newspaper
74.0,55.0,1.0,19.0,2.0,54.0,10.0,867.0,351.0,8.0,37.0,72.0,247.0,Spanish,Europe,362.0,116.0,4.0,261.27483331894393,Newspaper
114.0,116.0,2.0,30.0,12.0,60.0,28.0,5673.0,2743.0,61.0,245.0,603.0,2053.0,English,Europe,371.0,91.0,4.0,228.34478753590864,Television
76.0,37.0,5.0,16.0,13.0,26.0,29.0,5772.0,2804.0,55.0,261.0,588.0,1742.0,English,Europe,304.0,104.0,0.0,568.6694002480996,Television
224.0,120.0,8.0,38.0,27.0,136.0,14.0,3265.0,1288.0,69.0,132.0,452.0,918.0,Spanish,Europe,712.0,118.0,13.0,485.49799001033284,Newspaper
80.0,60.0,3.0,33.0,6.0,108.0,1.0,90.0,70.0,2.0,5.0,18.0,110.0,Spanish,North America,551.0,112.0,13.0,275.41609884699517,Newspaper
79.0,78.0,6.0,23.0,27.0,94.0,30.0,7023.0,3591.0,91.0,414.0,895.0,2906.0,English,North America,663.0,99.0,5.0,615.357717758985,Television
111.0,81.0,1.0,16.0,11.0,81.0,18.0,5557.0,2959.0,54.0,341.0,541.0,1641.0,English,Europe,277.0,110.0,6.0,909.6625054597209,Television
37.0,42.0,1.0,12.0,6.0,12.0,19.0,4643.0,2305.0,22.0,199.0,338.0,1440.0,Spanish,North America,77.0,108.0,3.0,121.5354256389397,Newspaper
474.0,284.0,9.0,78.0,49.0,181.0,27.0,8357.0,4379.0,70.0,417.0,830.0,2519.0,English,Europe,672.0,132.0,6.0,950.861347831823,Television
86.0,82.0,6.0,34.0,25.0,55.0,12.0,1960.0,962.0,52.0,83.0,471.0,637.0,Spanish,Europe,100.0,109.0,1.0,188.31120369437198,Newspaper
324.0,256.0,9.0,87.0,43.0,156.0,12.0,2544.0,1560.0,26.0,162.0,292.0,1262.0,English,Europe,552.0,117.0,6.0,572.2720818268623,Television
170.0,135.0,8.0,66.0,23.0,52.0,25.0,8309.0,4327.0,83.0,441.0,848.0,2444.0,Spanish,Europe,466.0,90.0,0.0,593.12609972468,Newspaper
386.0,265.0,10.0,100.0,49.0,200.0,29.0,7788.0,3966.0,95.0,473.0,913.0,2774.0,English,Europe,283.0,105.0,4.0,506.59742491990164,Television
211.0,111.0,7.0,62.0,23.0,100.0,16.0,4864.0,2504.0,32.0,284.0,338.0,1883.0,Spanish,North America,471.0,116.0,4.0,334.2844795380967,Newspaper
61.0,47.0,0.0,11.0,0.0,26.0,10.0,1787.0,845.0,5.0,93.0,77.0,425.0,Spanish,North America,9.0,129.0,10.0,292.60495240599266,Newspaper
280.0,227.0,3.0,49.0,36.0,137.0,24.0,5752.0,3431.0,81.0,288.0,809.0,1470.0,English,Europe,982.0,112.0,5.0,545.4007443088252,Newspaper
36.0,9.0,0.0,4.0,0.0,26.0,3.0,176.0,32.0,5.0,9.0,22.0,247.0,English,Europe,6.0,114.0,4.0,73.07663214340455,Television
261.0,225.0,7.0,74.0,43.0,106.0,12.0,2679.0,1246.0,55.0,156.0,387.0,1105.0,Spanish,Europe,673.0,117.0,11.0,974.5774903571405,Newspaper
132.0,105.0,7.0,60.0,19.0,138.0,27.0,6991.0,3784.0,82.0,417.0,828.0,2771.0,English,Europe,115.0,111.0,8.0,312.8064366639074,Television
494.0,257.0,7.0,94.0,34.0,175.0,25.0,8413.0,4361.0,72.0,433.0,822.0,2284.0,Spanish,North America,668.0,121.0,11.0,412.4690246957081,Newspaper
71.0,26.0,6.0,12.0,16.0,57.0,27.0,7331.0,4105.0,80.0,361.0,832.0,1834.0,Spanish,Europe,370.0,103.0,1.0,377.13027269249574,Newspaper
13.0,6.0,5.0,14.0,15.0,133.0,16.0,3068.0,1461.0,39.0,124.0,360.0,879.0,Spanish,Europe,41.0,111.0,4.0,603.565493133997,Newspaper
64.0,37.0,0.0,10.0,3.0,60.0,29.0,8047.0,4230.0,64.0,412.0,851.0,2485.0,English,North America,268.0,110.0,3.0,404.6284693891963,Television
365.0,185.0,3.0,43.0,29.0,93.0,20.0,6177.0,3075.0,41.0,307.0,583.0,2094.0,English,Europe,196.0,121.0,14.0,206.67945109417056,Television
60.0,41.0,2.0,4.0,6.0,4.0,18.0,2183.0,873.0,30.0,80.0,219.0,741.0,Spanish,North America,524.0,112.0,4.0,68.90507055684294,Newspaper
345.0,198.0,4.0,71.0,38.0,178.0,10.0,1509.0,749.0,10.0,59.0,149.0,444.0,English,North America,473.0,130.0,15.0,332.4578722209605,Television
98.0,82.0,0.0,17.0,1.0,30.0,20.0,5619.0,2874.0,51.0,300.0,572.0,2118.0,English,Europe,668.0,109.0,1.0,778.6647824726459,Television
62.0,53.0,2.0,19.0,4.0,62.0,12.0,2330.0,894.0,18.0,117.0,159.0,878.0,Spanish,North America,389.0,106.0,9.0,149.95035322038447,Newspaper
407.0,263.0,3.0,63.0,38.0,87.0,22.0,6965.0,4122.0,48.0,384.0,717.0,1436.0,English,Europe,172.0,112.0,4.0,947.5225638947975,Television
169.0,117.0,1.0,34.0,7.0,52.0,1.0,774.0,342.0,0.0,24.0,42.0,84.0,Spanish,North America,138.0,135.0,20.0,254.36745814304433,Newspaper
217.0,167.0,1.0,65.0,7.0,90.0,4.0,838.0,326.0,0.0,30.0,14.0,489.0,English,Europe,193.0,117.0,16.0,135.22819184696166,Television
32.0,21.0,0.0,2.0,2.0,26.0,27.0,6029.0,3153.0,54.0,332.0,695.0,2373.0,English,North America,793.0,117.0,9.0,471.84946236872094,Television
128.0,88.0,0.0,32.0,5.0,119.0,20.0,4283.0,2130.0,51.0,198.0,484.0,1653.0,Spanish,Europe,28.0,112.0,13.0,628.5127750014078,Newspaper
62.0,73.0,3.0,15.0,9.0,54.0,20.0,3397.0,1846.0,30.0,134.0,344.0,794.0,English,Europe,100.0,117.0,7.0,113.40105605088134,Television
57.0,27.0,2.0,6.0,9.0,66.0,30.0,5809.0,2729.0,85.0,287.0,661.0,2183.0,Spanish,North America,85.0,115.0,11.0,761.5239016921373,Television
251.0,159.0,7.0,58.0,35.0,52.0,25.0,7642.0,4013.0,64.0,354.0,728.0,1333.0,Spanish,North America,926.0,114.0,15.0,471.76096328560436,Newspaper
105.0,57.0,1.0,15.0,11.0,130.0,13.0,3954.0,2091.0,33.0,197.0,455.0,1321.0,Spanish,North America,503.0,119.0,16.0,439.267069241903,Newspaper
273.0,193.0,2.0,63.0,18.0,108.0,23.0,4723.0,2536.0,40.0,217.0,477.0,850.0,English,Europe,372.0,117.0,9.0,685.0148536679771,Television
195.0,129.0,8.0,42.0,30.0,98.0,11.0,2061.0,943.0,25.0,80.0,181.0,695.0,English,Europe,686.0,95.0,9.0,93.79404987366155,Television
19.0,6.0,0.0,4.0,0.0,24.0,4.0,793.0,362.0,3.0,42.0,46.0,230.0,English,North America,279.0,123.0,14.0,267.9153680217728,Television
14.0,20.0,0.0,3.0,1.0,35.0,24.0,3537.0,1999.0,28.0,196.0,295.0,1160.0,English,Europe,6.0,101.0,0.0,95.31845962125641,Television
126.0,72.0,5.0,21.0,20.0,125.0,26.0,4902.0,2442.0,80.0,228.0,680.0,2436.0,English,North America,599.0,100.0,0.0,698.5392390969782,Television
150.0,101.0,7.0,23.0,32.0,66.0,11.0,2856.0,1417.0,35.0,99.0,350.0,525.0,English,Europe,834.0,94.0,1.0,681.1964995362256,Television
184.0,105.0,7.0,29.0,25.0,97.0,28.0,6136.0,2924.0,86.0,258.0,726.0,2177.0,Spanish,Europe,176.0,98.0,3.0,158.42811968346263,Newspaper
403.0,222.0,5.0,76.0,35.0,190.0,17.0,4619.0,2490.0,61.0,250.0,599.0,2079.0,English,Europe,966.0,129.0,19.0,447.2404763022268,Television
357.0,231.0,3.0,82.0,21.0,141.0,25.0,5747.0,2882.0,41.0,320.0,509.0,2250.0,Spanish,Europe,877.0,109.0,8.0,555.7946621809111,Newspaper
468.0,294.0,8.0,99.0,40.0,96.0,25.0,5708.0,3099.0,67.0,346.0,659.0,1803.0,English,Europe,95.0,112.0,11.0,608.5201135188573,Newspaper
117.0,84.0,2.0,28.0,9.0,12.0,26.0,5088.0,2685.0,23.0,252.0,421.0,1539.0,Spanish,North America,840.0,114.0,9.0,788.3194573468606,Television
308.0,155.0,6.0,43.0,31.0,52.0,7.0,1759.0,715.0,15.0,58.0,115.0,196.0,English,North America,133.0,109.0,6.0,64.35294083983071,Television
20.0,8.0,1.0,3.0,6.0,8.0,3.0,291.0,200.0,17.0,22.0,68.0,95.0,Spanish,North America,21.0,94.0,0.0,137.950440531401,Newspaper
121.0,84.0,3.0,23.0,17.0,65.0,16.0,2453.0,1388.0,16.0,128.0,193.0,1047.0,English,North America,885.0,111.0,1.0,219.06350380713732,Television
66.0,76.0,1.0,27.0,9.0,116.0,7.0,1950.0,816.0,18.0,80.0,212.0,1236.0,Spanish,Europe,534.0,113.0,8.0,139.04687363750958,Newspaper
234.0,193.0,8.0,46.0,47.0,41.0,22.0,6533.0,3519.0,82.0,348.0,749.0,1543.0,Spanish,Europe,203.0,124.0,6.0,697.5484173555196,Newspaper
490.0,277.0,10.0,84.0,50.0,81.0,30.0,8547.0,4407.0,96.0,412.0,971.0,2368.0,English,North America,791.0,105.0,8.0,880.8961449733837,Television
41.0,36.0,1.0,8.0,3.0,28.0,28.0,6801.0,3881.0,56.0,390.0,710.0,2590.0,Spanish,North America,374.0,104.0,0.0,886.5484541859572,Newspaper
42.0,41.0,0.0,2.0,3.0,3.0,1.0,156.0,128.0,4.0,1.0,54.0,13.0,English,North America,97.0,109.0,10.0,191.41484219038284,Television
91.0,63.0,3.0,16.0,6.0,25.0,25.0,6059.0,3115.0,78.0,290.0,718.0,1603.0,English,Europe,623.0,108.0,5.0,712.0170883809596,Television
290.0,149.0,3.0,39.0,33.0,35.0,5.0,2421.0,1417.0,24.0,135.0,216.0,547.0,Spanish,North America,508.0,106.0,2.0,719.8002522726077,Newspaper
353.0,223.0,7.0,82.0,38.0,81.0,13.0,3370.0,1818.0,31.0,171.0,367.0,1073.0,Spanish,Europe,211.0,128.0,19.0,181.75431118249207,Television
10.0,11.0,4.0,1.0,11.0,1.0,30.0,7882.0,4262.0,94.0,360.0,962.0,2380.0,English,Europe,773.0,76.0,2.0,644.1588952464389,Television
167.0,133.0,1.0,24.0,9.0,108.0,4.0,1840.0,846.0,14.0,59.0,144.0,507.0,English,Europe,771.0,134.0,17.0,124.02529578812002,Television
34.0,23.0,4.0,3.0,16.0,16.0,8.0,1372.0,625.0,15.0,48.0,140.0,287.0,Spanish,North America,891.0,114.0,16.0,103.75371485927937,Newspaper
144.0,137.0,0.0,37.0,4.0,95.0,2.0,615.0,330.0,0.0,35.0,27.0,395.0,English,North America,180.0,112.0,1.0,117.95935437598631,Television
129.0,115.0,2.0,43.0,18.0,29.0,20.0,4215.0,1994.0,35.0,205.0,365.0,852.0,Spanish,Europe,446.0,113.0,5.0,255.13902794169312,Television
323.0,254.0,4.0,90.0,22.0,121.0,6.0,1215.0,534.0,8.0,53.0,85.0,245.0,English,Europe,825.0,109.0,10.0,242.7863439903685,Television
63.0,61.0,2.0,20.0,14.0,39.0,7.0,2206.0,1207.0,14.0,119.0,179.0,803.0,Spanish,North America,265.0,119.0,13.0,566.1055586084512,Newspaper
39.0,21.0,5.0,8.0,14.0,8.0,18.0,3281.0,1480.0,54.0,122.0,441.0,932.0,Spanish,Europe,590.0,101.0,0.0,115.15046047064405,Newspaper
491.0,253.0,10.0,82.0,42.0,126.0,5.0,2520.0,1031.0,24.0,79.0,246.0,832.0,English,North America,817.0,136.0,20.0,491.99114279210573,Television
114.0,72.0,7.0,17.0,23.0,114.0,19.0,4898.0,2314.0,74.0,215.0,626.0,2168.0,Spanish,North America,365.0,102.0,3.0,160.39726233849248,Newspaper
49.0,52.0,1.0,16.0,7.0,54.0,3.0,180.0,91.0,6.0,4.0,19.0,105.0,Spanish,North America,38.0,109.0,2.0,62.13835780956432,Newspaper
225.0,178.0,1.0,61.0,17.0,102.0,1.0,1292.0,712.0,1.0,70.0,67.0,636.0,Spanish,Europe,236.0,134.0,20.0,623.1224860428925,Newspaper
130.0,78.0,3.0,36.0,14.0,64.0,16.0,4079.0,2010.0,70.0,198.0,504.0,1579.0,Spanish,Europe,585.0,114.0,12.0,146.39706175200277,Newspaper
47.0,12.0,0.0,14.0,1.0,127.0,15.0,3364.0,1762.0,27.0,200.0,311.0,2272.0,Spanish,North America,292.0,109.0,4.0,597.2584408420756,Newspaper
295.0,160.0,10.0,54.0,42.0,37.0,19.0,5797.0,3376.0,43.0,307.0,569.0,1567.0,English,Europe,563.0,105.0,3.0,280.9381270121209,Television
31.0,24.0,3.0,3.0,9.0,14.0,16.0,3946.0,1943.0,48.0,171.0,468.0,1038.0,Spanish,North America,714.0,96.0,0.0,134.05066090820702,Newspaper
232.0,150.0,4.0,46.0,17.0,34.0,20.0,5401.0,2615.0,31.0,219.0,457.0,1233.0,English,Europe,35.0,130.0,20.0,454.95682970393466,Television
110.0,110.0,0.0,29.0,3.0,43.0,27.0,8254.0,4371.0,25.0,406.0,572.0,2076.0,Spanish,North America,52.0,132.0,6.0,956.4455995949057,Newspaper
71.0,48.0,4.0,10.0,14.0,11.0,22.0,3230.0,1638.0,43.0,136.0,354.0,502.0,English,North America,148.0,93.0,2.0,142.9830588647334,Television
144.0,88.0,5.0,33.0,12.0,96.0,4.0,551.0,219.0,30.0,14.0,122.0,200.0,Spanish,Europe,403.0,109.0,10.0,301.66817319696014,Newspaper
48.0,57.0,1.0,17.0,11.0,17.0,23.0,4011.0,2175.0,37.0,217.0,437.0,1278.0,English,North America,313.0,107.0,2.0,731.7905064237789,Television
242.0,176.0,6.0,70.0,23.0,168.0,21.0,4520.0,2435.0,79.0,272.0,581.0,2573.0,English,Europe,196.0,99.0,2.0,448.6987270062929,Television
325.0,193.0,1.0,63.0,23.0,108.0,21.0,5297.0,2543.0,33.0,253.0,433.0,1732.0,Spanish,Europe,572.0,126.0,18.0,139.77049507621734,Newspaper
431.0,211.0,10.0,91.0,43.0,179.0,4.0,2149.0,948.0,45.0,129.0,298.0,930.0,Spanish,North America,814.0,103.0,5.0,424.8038709079678,Newspaper
314.0,201.0,4.0,55.0,33.0,110.0,22.0,5933.0,2978.0,65.0,329.0,710.0,2121.0,Spanish,North America,113.0,110.0,3.0,917.9605326934434,Newspaper
352.0,243.0,4.0,79.0,33.0,163.0,19.0,5205.0,2611.0,54.0,225.0,537.0,2015.0,English,North America,280.0,140.0,9.0,459.833392795906,Television
434.0,249.0,3.0,80.0,25.0,140.0,6.0,1927.0,871.0,21.0,89.0,178.0,445.0,Spanish,Europe,946.0,135.0,18.0,467.8438028068571,Newspaper
67.0,67.0,0.0,7.0,8.0,64.0,18.0,2256.0,1253.0,5.0,64.0,151.0,323.0,English,Europe,802.0,116.0,10.0,311.94025410432107,Newspaper
304.0,168.0,10.0,77.0,33.0,159.0,6.0,926.0,332.0,49.0,31.0,175.0,259.0,Spanish,Europe,249.0,104.0,5.0,161.21337087158227,Newspaper
232.0,193.0,9.0,80.0,42.0,125.0,29.0,9453.0,4871.0,99.0,477.0,969.0,2755.0,English,North America,308.0,96.0,6.0,990.1944784481304,Television
309.0,211.0,4.0,79.0,21.0,150.0,14.0,5385.0,2854.0,59.0,282.0,669.0,1320.0,English,North America,984.0,106.0,10.0,631.9814981274121,Television
319.0,223.0,1.0,71.0,11.0,56.0,13.0,1947.0,926.0,11.0,97.0,119.0,290.0,Spanish,North America,395.0,125.0,10.0,527.5332083379484,Television
35.0,52.0,2.0,5.0,4.0,23.0,22.0,5852.0,3402.0,50.0,270.0,580.0,1332.0,Spanish,North America,470.0,98.0,0.0,286.40597890395713,Newspaper
10.0,5.0,4.0,1.0,12.0,23.0,6.0,208.0,67.0,4.0,5.0,31.0,315.0,Spanish,North America,137.0,90.0,1.0,123.79241812070433,Newspaper
116.0,69.0,0.0,17.0,6.0,30.0,18.0,3125.0,1572.0,15.0,124.0,231.0,599.0,Spanish,North America,544.0,116.0,7.0,157.8119394344764,Newspaper
266.0,170.0,6.0,35.0,31.0,60.0,24.0,8098.0,4401.0,71.0,431.0,855.0,2327.0,English,Europe,195.0,105.0,0.0,308.6753515809899,Television
443.0,251.0,2.0,62.0,19.0,88.0,26.0,6966.0,4020.0,47.0,334.0,714.0,1952.0,Spanish,Europe,268.0,118.0,5.0,466.0813972798047,Newspaper
51.0,27.0,0.0,2.0,0.0,5.0,9.0,2676.0,1626.0,25.0,150.0,283.0,725.0,Spanish,Europe,494.0,123.0,17.0,491.2680000324817,Newspaper
45.0,24.0,3.0,14.0,16.0,19.0,22.0,3557.0,1894.0,54.0,208.0,401.0,815.0,English,Europe,91.0,105.0,6.0,82.41313027062422,Television
42.0,52.0,0.0,11.0,3.0,11.0,5.0,763.0,346.0,14.0,25.0,128.0,78.0,Spanish,North America,785.0,102.0,6.0,190.02065016121682,Newspaper
115.0,79.0,0.0,19.0,1.0,22.0,15.0,4746.0,2349.0,38.0,204.0,449.0,1491.0,English,Europe,48.0,107.0,0.0,228.6683639387423,Television
297.0,174.0,10.0,39.0,42.0,90.0,10.0,2904.0,1598.0,38.0,125.0,315.0,610.0,English,Europe,303.0,102.0,7.0,361.73839021803957,Television
98.0,104.0,5.0,21.0,27.0,54.0,26.0,7725.0,4241.0,91.0,415.0,928.0,2349.0,Spanish,North America,249.0,87.0,2.0,740.367615005838,Newspaper
86.0,65.0,1.0,11.0,15.0,17.0,3.0,567.0,286.0,2.0,8.0,62.0,51.0,English,Europe,288.0,114.0,8.0,99.62195540323019,Newspaper
124.0,86.0,6.0,38.0,11.0,24.0,19.0,3207.0,1590.0,46.0,133.0,388.0,1086.0,Spanish,Europe,202.0,106.0,2.0,87.28135461619306,Television
131.0,94.0,5.0,23.0,15.0,85.0,17.0,5593.0,2736.0,62.0,273.0,632.0,1767.0,English,Europe,483.0,117.0,2.0,914.7857352075703,Television
31.0,11.0,0.0,3.0,0.0,4.0,4.0,520.0,188.0,0.0,4.0,13.0,22.0,English,Europe,320.0,129.0,18.0,67.68012231462396,Newspaper
166.0,93.0,8.0,28.0,38.0,126.0,28.0,5619.0,2844.0,55.0,225.0,672.0,1828.0,Spanish,Europe,467.0,101.0,7.0,172.34370463367998,Newspaper
231.0,135.0,2.0,62.0,15.0,194.0,13.0,4573.0,2462.0,67.0,309.0,526.0,2668.0,Spanish,Europe,428.0,104.0,1.0,467.89817299204566,Newspaper
381.0,270.0,3.0,87.0,20.0,83.0,2.0,568.0,276.0,0.0,17.0,41.0,221.0,English,Europe,952.0,127.0,12.0,296.3436639888477,Television
101.0,111.0,0.0,16.0,3.0,60.0,10.0,1785.0,740.0,23.0,67.0,190.0,936.0,English,North America,87.0,118.0,4.0,565.6695772221814,Television
72.0,69.0,1.0,10.0,10.0,14.0,5.0,469.0,171.0,4.0,13.0,38.0,128.0,English,Europe,11.0,111.0,1.0,56.64661523387069,Television
33.0,11.0,0.0,5.0,0.0,22.0,26.0,6162.0,2869.0,31.0,320.0,393.0,2061.0,Spanish,Europe,456.0,102.0,0.0,303.00191309717974,Newspaper
284.0,232.0,5.0,50.0,31.0,20.0,12.0,1933.0,842.0,29.0,70.0,197.0,290.0,English,Europe,730.0,108.0,12.0,660.4467511974825,Television
79.0,63.0,2.0,8.0,7.0,33.0,28.0,9392.0,4846.0,64.0,449.0,893.0,2269.0,English,Europe,273.0,99.0,6.0,268.7422411812452,Newspaper
469.0,259.0,9.0,89.0,48.0,161.0,20.0,6547.0,3504.0,63.0,383.0,677.0,2033.0,Spanish,North America,960.0,131.0,16.0,649.299569632082,Newspaper
299.0,183.0,1.0,71.0,19.0,143.0,19.0,6243.0,3272.0,27.0,383.0,475.0,2158.0,Spanish,Europe,496.0,125.0,10.0,622.0181198984131,Newspaper
276.0,200.0,5.0,83.0,21.0,114.0,12.0,1735.0,661.0,11.0,58.0,106.0,586.0,Spanish,Europe,652.0,113.0,5.0,119.06934474792749,Newspaper
152.0,100.0,3.0,17.0,12.0,6.0,24.0,6977.0,3742.0,82.0,368.0,762.0,2137.0,Spanish,North America,814.0,128.0,14.0,270.1523323396416,Newspaper
28.0,13.0,3.0,3.0,7.0,1.0,27.0,4949.0,2446.0,49.0,206.0,506.0,1474.0,Spanish,Europe,43.0,92.0,0.0,163.90424605136107,Newspaper
131.0,135.0,3.0,50.0,19.0,31.0,5.0,2065.0,1281.0,18.0,133.0,244.0,507.0,Spanish,Europe,251.0,98.0,8.0,601.0660535809455,Newspaper
